Entity1,Relation,Entity2
2012,"Denis Aleksandrovich Lebedev held WBA title)
109. (2011",Yuriorkis Gamboa Toledano held WBA and IBF titles
2009,"Yuriorkis Gamboa Toledano held WBA and IBF titles)
111. (2005",Yuriorkis Gamboa Toledano won medal in World Championships
2004,"Deacon of Death released)
113. (2003",Luboml: My Heart Remembers released
2007,"Fairytale of Kathmandu released)
115. (2008",2008 Olympics held
2004,"2004 Olympics held)
117. (2005",2005 World Championships held
2012,"2012 Olympics held)
119. (2016",2016 Olympics held
2017,"Super Boxing League founded)
121. (2016",Denis Aleksandrovich Lebedev ranked by Transnational Boxing Rankings Board
2016,"Denis Aleksandrovich Lebedev promoted to Super champion)
123. (2012",Denis Aleksandrovich Lebedev held WBA title
2011,"Yuriorkis Gamboa Toledano held WBA and IBF titles)
125. (2009",Yuriorkis Gamboa Toledano held WBA and IBF titles
2005,"Yuriorkis Gamboa Toledano won medal in World Championships)
127. (2004",Deacon of Death released
2003,"Luboml: My Heart Remembers released)
129. (2007",Fairytale of Kathmandu released
2008,"2008 Olympics held)
131. (2004",2004 Olympics held
2005,"2005 World Championships held)
133. (2012",2012 Olympics held
2016,"2016 Olympics held)
135. (2017",Super Boxing League founded
2016,"Denis Aleksandrovich Lebedev ranked by Transnational Boxing Rankings Board)
137. (2016",Denis Aleksandrovich Lebedev promoted to Super champion
2012,"Denis Aleksandrovich Lebedev held WBA title)
139. (2011",Yuriorkis Gamboa Toledano held WBA and IBF titles
2009,"Yuriorkis Gamboa Toledano held WBA and IBF titles)
141. (2005",Yuriorkis Gamboa Toledano won medal in World Championships
2004,"Deacon of Death released)
143. (2003",Luboml: My Heart Remembers released
2007,"Fairytale of Kathmandu released)
145. (2008",2008 Olympics held
2004,"2004 Olympics held)
147. (2005",2005 World Championships held
2012,"2012 Olympics held)
149. (2016",2016 Olympics held
2017,"Super Boxing League founded)
151. (2016",Denis Aleksandrovich Lebedev ranked by Transnational Boxing Rankings Board
2016,"Denis Aleksandrovich Lebedev promoted to Super champion)
153. (2012",Denis Aleksandrovich Lebedev held WBA title
2011,"Yuriorkis Gamboa Toledano held WBA and IBF titles)
155. (2009",Yuriorkis Gamboa Toledano held WBA and IBF titles
2005,"Yuriorkis Gamboa Toledano won medal in World Championships)
157. (2004",Deacon of Death released
2003,"Luboml: My Heart Remembers released)
159. (2007",Fairytale of Kathmandu released
2008,"2008 Olympics held)
161. (2004",2004 Olympics held
2005,"2005 World Championships held)
163. (2012",2012 Olympics held
2016,"2016 Olympics held)
165. (2017",Super Boxing League founded
2016,"Denis Aleksandrovich Lebedev ranked by Transnational Boxing Rankings Board)
167. (2016",Denis Aleksandrovich Lebedev promoted to Super champion
2012,"Denis Aleksandrovich Lebedev held WBA title)
169. (2011",Yuriorkis Gamboa Toledano held WBA and IBF titles
2009,"Yuriorkis Gamboa Toledano held WBA and IBF titles)
171. (2005",Yuriorkis Gamboa Toledano won medal in World Championships
2004,"Deacon of Death released)
173. (2003",Luboml: My Heart Remembers released
2007,"Fairytale of Kathmandu released)
175. (2008",2008 Olympics held
2004,"2004 Olympics held)
177. (2005",2005 World Championships held
2012,"2012 Olympics held)
179. (2016",2016 Olympics held
2017,"Super Boxing League founded)
181. (2016",Denis Aleksandrovich Lebedev ranked by Transnational Boxing Rankings Board
2016,"Denis Aleksandrovich Lebedev promoted to Super champion)
183. (2012",Denis Aleksandrovich Lebedev held WBA title
2011,"Yuriorkis Gamboa Toledano held WBA and IBF titles)
185. (2009",Yuriorkis Gamboa Toledano held WBA and IBF titles
2005,"Yuriorkis Gamboa Toledano won medal in World Championships)
187. (2004",Deacon of Death released
2003,"Luboml: My Heart Remembers released)
189. (2007",Fairytale of Kathmandu released
2008,"2008 Olympics held)
191. (2004",2004 Olympics held
2005,"2005 World Championships held)
193. (2012",2012 Olympics held
2016,"2016 Olympics held)
195. (2017",Super Boxing League founded
2016,"Denis Aleksandrovich Lebedev ranked by Transnational Boxing Rankings Board)
197. (2016",Denis Aleksandrovich Lebedev promoted to Super champion
2012,"Denis Aleksandrovich Lebedev held WBA title)
199. (2011",Yuriorkis Gamboa Toledano held WBA and IBF titles
2009,"Yuriorkis Gamboa Toledano held WBA and IBF titles)
201. (2005",Yuriorkis Gamboa Toledano won medal in World Championships
2004,"Deacon of Death released)
203. (2003",Luboml: My Heart Remembers released
2007,"Fairytale of Kathmandu released)
205. (2008",2008 Olympics held
2004,"2004 Olympics held)
207. (2005",2005 World Championships held
2012,"2012 Olympics held)
209. (2016",2016 Olympics held
2017,"Super Boxing League founded)
211. (2016",Denis Aleksandrovich Lebedev ranked by Transnational Boxing Rankings Board
2016,"Denis Aleksandrovich Lebedev promoted to Super champion)
213. (2012",Denis Aleksandrovich Lebedev held WBA title
2011,"Yuriorkis Gamboa Toledano held WBA and IBF titles)
215. (2009",Yuriorkis Gamboa Toledano held WBA and IBF titles
2005,"Yuriorkis Gamboa Toledano won medal in World Championships)
217. (2004",Deacon of Death released
2003,"Luboml: My Heart Remembers released)
219. (2007",Fairytale of Kathmandu released
2008,"2008 Olympics held)
221. (2004",2004 Olympics held
2005,"2005 World Championships held)
223. (2012",2012 Olympics held
2016,"2016 Olympics held)
225. (2017",Super Boxing League founded
2016,"Denis Aleksandrovich Lebedev ranked by Transnational Boxing Rankings Board)
227. (2016",Denis Aleksandrovich Lebedev promoted to Super champion
2012,"Denis Aleksandrovich Lebedev held WBA title)
229. (2011",Yuriorkis Gamboa Toledano held WBA and IBF titles
2009,"Yuriorkis Gamboa Toledano held WBA and IBF titles)
231. (2005",Yuriorkis Gamboa Toledano won medal in World Championships
2004,"Deacon of Death released)
233. (2003",Luboml: My Heart Remembers released
2007,"Fairytale of Kathmandu released)
235. (2008",2008 Olympics held
2004,"2004 Olympics held)
237. (2005",2005 World Championships held
2012,"2012 Olympics held)
239. (2016",2016 Olympics held
2017,"Super Boxing League founded)
241. (2016",Denis Aleksandrovich Lebedev ranked by Transnational Boxing Rankings Board
2016,"Denis Aleksandrovich Lebedev promoted to Super champion)
243. (2012",Denis Aleksandrovich Lebedev held WBA title
2011,"Yuriorkis Gamboa Toledano held WBA and IBF titles)
245. (2009",Yuriorkis Gamboa Toledano held WBA and IBF titles
Michael McKeegan,member of,A&M Records
Graham Hopkins,replaced,Neil Cooper
Martin McCarrick,member of,Eureka
Martin McCarrick,replaced by,Graham Hopkins
Neil Cooper,replaced,Graham Hopkins
Eureka,located in,Fosheim Peninsula
Eureka,located in,Ellesmere Island
Eureka,located in,Qikiqtaaluk Region
Eureka,located in,Nunavut
Eureka,located near,Slidre Fiord
Eureka,located near,Eureka Sound
Eureka,located near,Alert
Eureka,located near,Nord
Alert,located in,Ellesmere Island
Nord,located in,Greenland
Monashee Mountains,located in,British Columbia
Monashee Mountains,located in,Washington
Monashee Mountains,part of,Columbia Mountains
Monashee Mountains,bounded by,Columbia River
Monashee Mountains,bounded by,Arrow Lakes
Monashee Mountains,bounded by,Selkirk Mountains
Monashee Mountains,bounded by,North Thompson River
Monashee Mountains,bounded by,Interior Plateau
Monashee Mountains,bounded by,Robson Valley
Monashee Mountains,bounded by,Valemount
Kettle River Range,bounded by,Kettle River
Kettle River Range,bounded by,Columbia River
Kettle River Range,bounded by,Okanagan Highland
Tugou,native to,China
Tugou,includes,Chinese Field Dog
Tugou,includes,Chinese Chongqing Dog
Tugou,includes,Xiasi Dog
Robert Kaleski,lived in,New South Wales
Robert Kaleski,developed,Australian Cattle Dog
Robert Kaleski,developed,Australian Kelpie
Robert Kaleski,wrote for,The Bulletin
Australian Cattle Dog,bred by,Robert Kaleski
Australian Kelpie,developed by,Robert Kaleski
Bond sheep,developed by,Thomas Bond
Bond sheep,mated,Saxon-Peppin Merino ewes
Bond sheep,mated,Lincoln rams
Bond sheep,developed in,Lockhart
Bond sheep,suited to,Riverina environment
Koko,played in,Red Dog
Koko,owned by,Nelson Woss
Koko,was an,Australian Kelpie
Chinese Chongqing Dog,native to,Chongqing
Chinese Chongqing Dog,used for,hunting wild boar
Chinese Chongqing Dog,used for,hunting rabbits
Chinese Chongqing Dog,used for,protecting families
Chinese Chongqing Dog,existed since,Han Dynasty
Antti Eerikki Peippo,cinematographer,Risto Jarva
Risto Jarva,director,Time of Roses
Risto Jarva,director,The Year of the Hare
Risto Jarva,director,The Diary of a Worker
Risto Jarva,director,Sixtynine 69
Risto Jarva,director,Ruusujen aika
Risto Jarva,production company,Filminor
Peter von Bagh,writer,Time of Roses
Jaakko Pakkasvirta,writer,Time of Roses
Ritva Vepsä,actor,Time of Roses
Arto Tuominen,actor,Time of Roses
Antti Litja,actor,The Year of the Hare
Arto Paasilinna,author,The Year of the Hare
Risto Jarva,director,Jäniksen vuosi
Risto Jarva,director,Työmiehen päiväkirja
Risto Jarva,director,Not by Bread Alone
Andrew Ralph Adamson,director,Shrek
Andrew Ralph Adamson,director,Shrek 2
Andrew Ralph Adamson,director,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
Andrew Ralph Adamson,producer,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
Andrew Ralph Adamson,writer,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
Andrew Ralph Adamson,director,The Chronicles of Narnia: Prince Caspian
Andrew Ralph Adamson,producer,The Chronicles of Narnia: Prince Caspian
Andrew Ralph Adamson,writer,The Chronicles of Narnia: Prince Caspian
Andrew Ralph Adamson,director,The Chronicles of Narnia: The Voyage of the Dawn Treader
Andrew Ralph Adamson,producer,The Chronicles of Narnia: The Voyage of the Dawn Treader
Andrew Ralph Adamson,writer,The Chronicles of Narnia: The Voyage of the Dawn Treader
Andrew Ralph Adamson,director,Mr. Pip
Andrew Ralph Adamson,writer,Mr. Pip
Hugh Laurie,actor,Mr. Pip
Lloyd Jones,author,Mister Pip
Ritva Vepsä,actor,Ruusujen aika
Risto Jarva,director,Ruusujen aika
Risto Jarva,director,Sixtynine 69
Ritva Vepsä,actor,Sixtynine 69
Yrjö Tähtelä,actor,Sixtynine 69
Yrjö Tähtelä,actor,Ruusujen aika
Risto Jarva,director,Jäniksen vuosi
Risto Jarva,director,Työmiehen päiväkirja
Risto Jarva,director,Not by Bread Alone
Andrew Ralph Adamson,director,Cirque du Soleil: Worlds Away
Andrew Ralph Adamson,director,The Lord of the Rings
Peter Jackson,director,The Lord of the Rings
Peter Jackson,director,Batman Forever
Peter Jackson,director,Batman & Robin
Andrew Ralph Adamson,visual effects supervisor,Batman Forever
Andrew Ralph Adamson,visual effects supervisor,Batman & Robin
Andrew Ralph Adamson,director,Cirque du Soleil: Worlds Away
Andrew Ralph Adamson,director,Tokyo International Film Festival
Andrew Ralph Adamson,director,Paramount Pictures
Andrew Ralph Adamson,director,United States
Andrew Ralph Adamson,director,3D
Andrew Ralph Adamson,director,family
Andrew Ralph Adamson,director,fantasy
Andrew Ralph Adamson,director,film
Andrew Ralph Adamson,director,film festival
Andrew Ralph Adamson,director,Tokyo
Andrew Ralph Adamson,director,December
Andrew Ralph Adamson,director,2012
Andrew Ralph Adamson,director,science fiction
Ritva Vepsä,actor,Jussi Award
Risto Jarva,director,Jussi Award
Risto Jarva,filmmaker,Jäniksen vuosi
Risto Jarva,filmmaker,car accident
Risto Jarva,filmmaker,private showing
Risto Jarva,filmmaker,party
Risto Jarva,filmmaker,Cirque du Soleil: Worlds Away
Andrew Ralph Adamson,director,Cirque du Soleil: Worlds Away
Andrew Ralph Adamson,director,Tokyo International Film Festival
Andrew Ralph Adamson,director,Paramount Pictures
Andrew Ralph Adamson,director,United States
Andrew Ralph Adamson,director,3D
Andrew Ralph Adamson,director,family
Andrew Ralph Adamson,director,fantasy
Andrew Ralph Adamson,director,film
Andrew Ralph Adamson,director,film festival
Andrew Ralph Adamson,director,Tokyo
Andrew Ralph Adamson,director,December
Andrew Ralph Adamson,director,2012
Andrew Ralph Adamson,director,science fiction
Ritva Vepsä,actor,lung cancer
Risto Jarva,filmmaker,lung cancer
Risto Jarva,filmmaker,car accident
Risto Jarva,filmmaker,private showing
Risto Jarva,filmmaker,party
Andrew Ralph Adamson,director,3D
Andrew Ralph Adamson,director,family
Andrew Ralph Adamson,director,fantasy
Andrew Ralph Adamson,director,film
Andrew Ralph Adamson,director,film festival
Andrew Ralph Adamson,director,Tokyo
Andrew Ralph Adamson,director,December
Andrew Ralph Adamson,director,2012
Andrew Ralph Adamson,director,science fiction
Andrew Ralph Adamson,director,film
Andrew Ralph Adamson,director,film festival
Andrew Ralph Adamson,director,Tokyo
Andrew Ralph Adamson,director,December
Andrew Ralph Adamson,director,2012
Andrew Ralph Adamson,director,science fiction
Andrew Ralph Adamson,director,film
Andrew Ralph Adamson,director,film festival
Andrew Ralph Adamson,director,Tokyo
Andrew Ralph Adamson,director,December
Andrew Ralph Adamson,director,2012
Andrew Ralph Adamson,director,science fiction
Andrew Ralph Adamson,director,film
Andrew Ralph Adamson,director,film festival
Andrew Ralph Adamson,director,Tokyo
Andrew Ralph Adamson,director,December
Andrew Ralph Adamson,director,2012
Andrew Ralph Adamson,director,science fiction
Andrew Ralph Adamson,director,film
Andrew Ralph Adamson,director,film festival
Andrew Ralph Adamson,director,Tokyo
Andrew Ralph Adamson,director,December
Andrew Ralph Adamson,director,2012
Andrew Ralph Adamson,director,science fiction
Andrew Ralph Adamson,director,film
Andrew Ralph Adamson,director,film festival
Andrew Ralph Adamson,director,Tokyo
Andrew Ralph Adamson,director,December
Andrew Ralph Adamson,director,2012
Andrew Ralph Adamson,director,science fiction
Andrew Ralph Adamson,director,film
Andrew Ralph Adamson,director,film festival
Andrew Ralph Adamson,director,Tokyo
Andrew Ralph Adamson,director,December
Andrew Ralph Adamson,director,2012
Andrew Ralph Adamson,director,science fiction
Andrew Ralph Adamson,director,film
Andrew Ralph Adamson,director,film festival
Andrew Ralph Adamson,director,Tokyo
Andrew Ralph Adamson,director,December
Andrew Ralph Adamson,director,2012
Andrew Ralph Adamson,director,science fiction
Andrew Ralph Adamson,director,film
Andrew Ralph Adamson,director,film festival
Andrew Ralph Adamson,director,Tokyo
Andrew Ralph Adamson,director,December
Andrew Ralph Adamson,director,2012
Andrew Ralph Adamson,director,science fiction
Andrew Ralph Adamson,director,film
Andrew Ralph Adamson,director,film festival
Andrew Ralph Adamson,director,Tokyo
Andrew Ralph Adamson,director,December
Andrew Ralph Adamson,director,2012
Andrew Ralph Adamson,director,science fiction
Andrew Ralph Adamson,director,film
Andrew Ralph Adamson,director,film festival
Andrew Ralph Adamson,director,Tokyo
Andrew Ralph Adamson,director,December
Andrew Ralph Adamson,director,2012
Andrew Ralph Adamson,director,science fiction
Andrew Ralph Adamson,director,film
Andrew Ralph Adamson,director,film festival
Andrew Ralph Adamson,director,Tokyo
Andrew Ralph Adamson,director,December
Andrew Ralph Adamson,director,2012
Andrew Ralph Adamson,director,science fiction
Andrew Ralph Adamson,director,film
Andrew Ralph Adamson,director,film festival
Andrew Ralph Adamson,director,Tokyo
Andrew Ralph Adamson,director,December
